Cuddalore,11.756,79.767,India
Ongole,15.504,80.045,India
Gadag-Betageri,15.417,75.617,India
Navsari,20.942,72.925,India
Puri,19.798,85.825,India
Haldia,22.06,88.11,India
Khammam,17.248,80.144,India
Raiganj,25.613,88.124,India
Ingraj Bazar,25.004,88.146,India
Jaunpur,25.754,82.687,India
Kumbakonam,10.962,79.391,India
Fatehpur,25.928,80.813,India
Gandhidham,23.083,70.133,India
Nandyal,15.478,78.484,India
Udupi,13.335,74.746,India
Loni,28.751,77.29,India
Sitapur,27.562,80.683,India
Shivpuri,25.424,77.662,India
Bhadravati,13.848,75.705,India
Adoni,15.628,77.275,India
Veraval,20.908,70.368,India
Sambalpur,21.465,83.976,India
Gadag,15.43,75.63,India
Unnao,26.547,80.488,India
Budaun,28.038,79.127,India
Jind,29.316,76.315,India
Madhyamgram,22.689,88.446,India
Jamuria,23.705,87.079,India
Jaigaon,26.848,89.376,India
Orai,25.99,79.453,India
Hoshiarpur,31.537,75.913,India
Pallavaram,12.968,80.15,India
Hanumangarh,29.582,74.329,India
Alandur,13.002,80.206,India
Guna,24.647,77.311,India
Bahadurgarh,28.693,76.936,India
Hazaribagh,23.992,85.362,India
Bharuch,21.695,72.981,India
Medinipur,22.421,87.323,India
Fyzabad,26.775,82.15,India
Dinapore,25.637,85.048,India
Silchar,24.827,92.798,India
Banda,25.478,80.335,India
Morena,26.499,77.995,India
Tonk,26.166,75.788,India
Raj-Nandgaon,21.097,81.029,India
Serilingampalle,17.493,78.302,India
Virar,19.456,72.811,India
Malkajgiri,17.448,78.526,India
Shantipur,23.247,88.433,India
Barakpur,22.766,88.363,India
Ambala,30.361,76.798,India
Krishnanagar,23.406,88.491,India
Saharsa,25.875,86.596,India
Batala,31.809,75.203,India
Bhimavaram,16.541,81.523,India
Balurghat,25.221,88.777,India
Kaithal,29.802,76.4,India
Lakhimpur,27.948,80.779,India
Haldwani,29.223,79.529,India
Habra,22.842,88.656,India
Porbandar,21.642,69.609,India
Chitradurga,14.223,76.4,India
Thanesar,29.973,76.832,India
Tiruvannamalai,12.227,79.075,India
Anand,22.553,72.955,India
Kanchrapara,22.96,88.428,India
Mahbubnagar,16.744,77.986,India
Dimapur,25.912,93.722,India
Robertsonpet,12.956,78.275,India
Chhindwara,22.057,78.94,India
Mandya,12.522,76.897,India
Bankura,23.232,87.072,India
Hajipur,25.685,85.21,India
Gonda City,27.132,81.953,India
Bhuj,23.254,69.669,India
Hindupur,13.828,77.491,India
Shillong,25.569,91.883,India
Palakkad,10.773,76.654,India
Godhra,22.775,73.615,India
Kishangarh,26.59,74.854,India
Raniganj,23.616,87.131,India
Pilibhit,28.631,79.804,India
Beawar,26.101,74.32,India
Abohar,30.145,74.196,India
Moga,30.814,75.169,India
Dehri,24.902,84.182,India
Deoria,26.502,83.779,India
Hassan,13.007,76.096,India
Khardah,22.719,88.378,India
Yavatmal,20.393,78.132,India
Halisahar,22.932,88.419,India
Panvel,18.989,73.11,India
Titagarh,22.743,88.373,India
Kadapa,14.48,78.823,India
Bettiah,26.802,84.503,India
Hathras,27.596,78.052,India
Lalitpur,24.69,78.419,India
Kolar,13.138,78.13,India
Mandsaur,24.072,75.07,India
Gondia,21.46,80.192,India
Rajapalaiyam,9.453,77.553,India
Darjiling,27.033,88.267,India
Mohali,30.68,76.722,India
Palanpur,24.171,72.438,India
Dam Dam,22.633,88.423,India
Hardoi,27.395,80.132,India
Puruliya,23.331,86.363,India
Dibrugarh,27.48,94.908,India
Palwal,28.145,77.325,India
Nalgonda,17.054,79.267,India
Bhadreswar,22.824,88.338,India
Vejalpur,22.69,73.563,India
Chikmagalur,13.322,75.774,India
Raigarh,21.898,83.397,India
Guntakal Junction,15.171,77.362,India
Gangapur,26.472,76.717,India
Deoli,28.503,77.231,India
Siwan,26.221,84.356,India
Damoh,23.833,79.442,India
Adilabad,19.672,78.536,India
Srikakulam,18.299,83.898,India
Uppal Kalan,17.406,78.559,India
Jetpur,21.755,70.623,India
Morbi,22.817,70.838,India
Patan,23.851,72.13,India
Khanna,30.705,76.222,India
Botad,22.169,71.667,India
Rishra,22.724,88.346,India
Azamgarh,26.068,83.184,India
Yelahanka,13.101,77.596,India
Gudivada,16.435,80.996,India
Baidyabati,22.785,88.326,India
Basti,26.788,82.716,India
Balasore,21.493,86.933,India
Dharmavaram,14.414,77.72,India
Maler Kotla,30.531,75.879,India
Wardha,20.739,78.598,India
Jhunjhunun,28.126,75.398,India
Satara,17.686,73.993,India
Chanduasi,28.452,78.783,India
Mothihari,26.649,84.917,India
Chas,23.636,86.167,India
Pudukkottai,10.381,78.821,India
Dharashiv,18.182,76.039,India
Rewari,28.199,76.618,India
Port Blair,11.666,92.746,India
Suriapet,17.141,79.62,India
Bangaon,23.046,88.831,India
Chhatarpur,24.918,79.589,India
Ashoknagar Kalyangarh,22.864,88.637,India
Achalpur,21.257,77.51,India
Navadwip,23.407,88.369,India
Barsi,18.235,75.693,India
Sultanpur,26.258,82.073,India
Ambur,12.792,78.716,India
Narmadapuram,22.747,77.727,India
Sawai Madhopur,26.023,76.344,India
Madanapalle,13.55,78.503,India
Bansbaria,22.954,88.401,India
Tadepallegudem,16.815,81.527,India
Jalpaiguri,26.517,88.733,India
Chittaurgarh,24.89,74.624,India
Gangawati,15.431,76.529,India
Khurja,28.254,77.855,India
Ponnani,10.767,75.925,India
Barnala,30.375,75.549,India
Badlapur,19.155,73.266,India
Soyibug,34.077,74.706,India
Roorkee,29.866,77.891,India
Bagaha,27.099,84.09,India
Churu,28.304,74.967,India
Nagda,23.458,75.418,India
Kashipur,29.214,78.957,India
Ghazipur,25.583,83.585,India
Begusarai,25.419,86.134,India
Amaravati,16.514,80.516,India
Dhaulpur,26.693,77.88,India
Mormugao,15.389,73.815,India
Ferozepore,30.926,74.613,India
Gondal,21.961,70.803,India
Malappuram,11.042,76.082,India
Seoni,22.085,79.55,India
Jagadhri,30.167,77.304,India
Mirialguda,16.872,79.562,India
Udgir,18.393,77.118,India
Chirmiri,23.191,82.353,India
Jamalpur,25.313,86.489,India
Nandurbar,21.367,74.241,India
Itarsi,22.615,77.762,India
Vasco da Gama,15.396,73.816,India
Phagwara,31.225,75.774,India
Airoli,19.151,72.996,India
Amreli,21.6,71.212,India
Shikohabad,27.108,78.587,India
Kasganj,27.809,78.646,India
Sehore,23.2,77.083,India
Ranibennur,14.622,75.63,India
Jagtial,18.795,78.917,India
Bhadrakh,21.054,86.516,India
Bundi,25.439,75.637,India
Mughal Sarai,25.283,83.12,India
Shamli,29.45,77.31,India
Hinganghat,20.549,78.84,India
Villupuram,11.94,79.492,India
Amalner,21.04,75.059,India
Bagalkot,16.187,75.696,India
Tellicherry,11.748,75.493,India
Narasaraopet,16.235,80.049,India
Nagaur,27.202,73.734,India
Nawada,24.887,85.544,India
Jahanabad,25.214,84.987,India
Chalisgaon,20.458,75.016,India
Buxar,25.575,83.98,India
Sahibganj,25.244,87.635,India
Pandharpur,17.679,75.331,India
Hindaun,26.734,77.035,India
Khargone,21.823,75.614,India
Parli Vaijnath,18.851,76.532,India
Kishanganj,26.102,87.955,India
Mainpuri,27.229,79.029,India
Khamgaon,20.707,76.568,India
Negapatam,10.764,79.843,India
Chilakalurupet,16.09,80.167,India
Gudiyatham,12.946,78.874,India
Makrana,27.044,74.724,India
Banswara,23.541,74.442,India
Baraut,29.102,77.263,India
Closepet,12.722,77.281,India
Kalyani,22.976,88.434,India
Tadpatri,14.908,78.01,India
Kapurthala,31.38,75.381,India
Disa,24.256,72.179,India
Ballalpur,19.847,79.346,India
Kohima,25.675,94.111,India
Betul,21.901,77.902,India
Bagaha,24.529,85.06,India
Balangir,20.704,83.49,India
Datia,25.673,78.459,India
Valparai,10.327,76.951,India
Kovilpatti,9.172,77.87,India
Vaniyambadi,12.682,78.62,India
Bhandara,21.168,79.649,India
Roha,18.437,73.12,India
Muktsar,30.474,74.517,India
Luckeesarai,25.177,86.095,India
Barmer,25.746,71.392,India
Muradnagar,28.781,77.499,India
Tinsukia,27.489,95.36,India
Shahdol,23.294,81.362,India
Manjeri,11.12,76.12,India
Mahoba,25.291,79.875,India
Contai,21.78,87.749,India
Sangrur,30.245,75.845,India
Pollachi,10.658,77.008,India
Deoband,29.695,77.68,India
Neyyattinkara,8.399,77.086,India
Tanda,26.55,82.658,India
Baran,25.1,76.517,India
Dhamtari,20.707,81.549,India
Tiruchengode,11.38,77.894,India
Chirala,15.824,80.352,India
Jharia,23.741,86.415,India
Akot,21.096,77.059,India
Rajpura,30.479,76.593,India
Madgaon,15.275,73.958,India
Sardarshahr,28.441,74.491,India
Mayiladuthurai,11.104,79.655,India
Kamthi,21.216,79.197,India
Paradip Garh,20.316,86.609,India
Paramagudi,9.546,78.591,India
Aruppukkottai,9.51,78.096,India
Baruni,25.475,85.968,India
Bijnor,29.373,78.136,India
Anakapalle,17.691,83.004,India
Najibabad,29.612,78.343,India
Dohad,22.833,74.26,India
Ramgarh,23.63,85.522,India
Kavali,14.916,79.994,India
Fatehpur,27.995,74.956,India
Jangipur,24.47,88.077,India
Dhar,22.594,75.298,India
Hansi,29.102,75.963,India
Kadiri,14.112,78.16,India
Dhoraji,21.734,70.45,India
Rayachoti,14.057,78.751,India
Khambhat,22.317,72.619,India
Nirmal,19.097,78.344,India
Emmiganur,15.772,77.483,India
Jeypore,18.856,82.572,India
Kotkapura,30.582,74.833,India
Udhampur,32.924,75.136,India
Kairana,29.395,77.205,India
Balaghat,21.816,80.188,India
Mansa,29.988,75.402,India
Anantnag,33.731,75.154,India
Karaikal,10.917,79.833,India
Jharsuguda,21.855,84.007,India
Brajarajnagar,21.817,83.917,India
Kottagudem,17.551,80.618,India
Nawabganj,26.931,81.198,India
Arakkonam,13.084,79.671,India
Koch Bihar,26.325,89.445,India
Doddaballapura,13.295,77.538,India
Bhadohi,25.395,82.57,India
Katoya,23.646,88.133,India
Jamui,24.926,86.225,India
Harihar,14.513,75.807,India
Mancheral,18.871,79.429,India
Kadayanallur,9.073,77.342,India
Daltonganj,24.04,84.066,India
Faridkot,30.674,74.756,India
Balrampur,27.429,82.185,India
Baramula,34.209,74.343,India
Dhulian,24.681,87.954,India
Mawana,29.103,77.922,India
Budge Budge,22.483,88.182,India
Kundla,21.342,71.306,India
Manmad,20.253,74.438,India
Kannauj,27.055,79.919,India
Malaut,30.211,74.482,India
Nagina,29.444,78.436,India
Badagara,11.598,75.581,India
Jagdalpur,19.081,82.021,India
Jhumri Telaiya,24.435,85.53,India
Konnagar,22.705,88.344,India
Ratnagiri,16.992,73.31,India
Hingoli,19.715,77.142,India
Bodinayakkanur,10.012,77.35,India
Khadki,18.564,73.852,India
Dhrangadhra,22.992,71.468,India
Paloncha,17.602,80.705,India
Gudur,14.151,79.852,India
Ankleshwar,21.632,72.99,India
Tikamgarh,24.743,78.831,India
Srivilliputhur,9.513,77.634,India
Pilkhua,28.713,77.656,India
Ambajogai,18.733,76.386,India
Bela,25.921,81.996,India
Bodhan,18.662,77.886,India
Rabkavi,16.476,75.111,India
Karauli,26.498,77.028,India
Savarkundla,21.337,71.303,India
Shahabad,27.643,79.94,India
Chandpur,29.135,78.272,India
Gokak,16.169,74.824,India
Sikandarabad,28.452,77.7,India
Virudunagar,9.585,77.958,India
Dausa,26.89,76.336,India
Valsad,20.61,72.934,India
Ambikapur,23.119,83.195,India
Palghar,19.697,72.765,India
Dharapuram,10.738,77.532,India
Chintamani,13.401,78.052,India
Faridpur,28.21,79.541,India
Pusad,19.913,77.578,India
Madhubani,26.354,86.072,India
Sirsilla,18.389,78.81,India
Vapi,20.372,72.905,India
Kamareddi,18.32,78.342,India
Bolpur,23.663,87.697,India
Ranaghat,23.176,88.567,India
Fazilka,30.402,74.028,India
Beypore,11.172,75.806,India
Dadri,28.553,77.554,India
Auraiya,26.465,79.509,India
Bapatla,15.904,80.467,India
Payyannur,12.094,75.202,India
Talipparamba,12.042,75.359,India
Tindivanam,12.234,79.656,India
Shirpur,21.348,74.88,India
Basoda,23.852,77.937,India
Jorhat,26.758,94.203,India
Sindhnur,15.77,76.756,India
Bargarh,21.333,83.619,India
Washim,20.111,77.133,India
Visnagar,23.699,72.552,India
Palwancha,17.582,80.677,India
Keshod,21.303,70.249,India
Kannangad,12.308,75.106,India
Bisalpur,28.293,79.805,India
Tanuku,16.754,81.681,India
Attili,16.7,81.6,India
Balotra,25.832,72.24,India
Pithampur,22.602,75.696,India
Chamrajnagar,11.923,76.939,India
Pattukkottai,10.424,79.319,India
Araria,26.149,87.513,India
Harda Khas,22.344,77.095,India
Sangamner,19.568,74.212,India
Jaora,23.638,75.127,India
Buldana,20.529,76.185,India
Mettupalayam,11.3,76.935,India
Anjar,23.113,70.027,India
Bellampalli,19.056,79.493,India
Channapatna,12.651,77.207,India
Ratangarh,28.081,74.619,India
Krishnagiri,12.519,78.214,India
Rishikesh,30.108,78.293,India
Goyerkata,26.7,89.026,India
Chaibasa,22.55,85.802,India
Mandamarri,18.965,79.475,India
Palani,10.45,77.521,India
Narnaul,28.044,76.108,India
Dharmapuri,12.128,78.158,India
Fatehabad,29.515,75.456,India
Palasa,18.773,84.41,India
Basavakalyan,17.874,76.95,India
Chengalpattu,12.692,79.977,India
Chopda,21.246,75.299,India
Thenkasi,8.96,77.315,India
Yadgir,16.77,77.138,India
Gangarampur,25.401,88.53,India
Ramanathapuram,9.372,78.831,India
Jagraon,30.788,75.474,India
Alipur Duar,26.483,89.523,India
Kopargaon,19.882,74.476,India
Bongaigaon,26.477,90.558,India
Malkapur,20.886,76.199,India
Karanja,20.483,77.489,India
Khatauli,29.278,77.733,India
Ashoknagar,24.576,77.731,India
Siuri,23.908,87.528,India
Nabha,30.376,76.153,India
Siddipet,18.105,78.849,India
Bhawanipatna,19.907,83.167,India
Khopoli,18.786,73.346,India
Karwar,14.814,74.13,India
Kayankulam,9.182,76.501,India
Chinnachowk,14.475,78.835,India
Bishnupur,23.074,87.32,India
Markapur,15.735,79.268,India
Basmat,19.329,77.157,India
Baheri,28.774,79.497,India
Kunnamkulam,10.647,76.067,India
Raghogarh,24.443,77.198,India
Gopalganj,26.467,84.44,India
Tura,25.514,90.202,India
Rajsamand,25.071,73.88,India
Tandur,17.248,77.577,India
Kalamassery,10.061,76.326,India
Suratgarh,29.322,73.9,India
Mannargudi,10.666,79.451,India
Sopur,34.287,74.472,India
Arni,12.668,79.285,India
Kannur,11.868,75.358,India
Dhuburi,26.019,89.986,India
Puliyangudi,9.175,77.398,India
Sheopur,25.665,76.696,India
Renukut,24.216,83.036,India
Dhenkanal,20.657,85.597,India
Dabwali,29.949,74.738,India
Sibsagar,26.984,94.638,India
Rath,25.595,79.567,India
Jamkhandi,16.505,75.291,India
Sirsi,14.621,74.836,India
Vriddhachalam,11.518,79.324,India
Vinukonda,16.053,79.74,India
Tiptur,13.256,76.478,India
Sahaswan,28.072,78.751,India
Koppal,15.345,76.155,India
Sirhind,30.643,76.384,India
Dabra,25.886,78.332,India
Cumbum,9.736,77.285,India
Arambagh,22.883,87.783,India
Himatnagar,23.599,72.966,India
Ladnun,27.653,74.4,India
Nipani,16.399,74.383,India
Borsad,22.408,72.898,India
Koratla,18.822,78.712,India
Kiratpur,29.507,78.206,India
Vrindavan,27.581,77.697,India
Haveri,14.794,75.404,India
Supaul,26.115,86.595,India
Giridih,24.186,86.309,India
Bangaon,25.867,86.512,India
Rayadrug,14.7,76.852,India
North Lakhimpur,27.235,94.104,India
Tohana,29.713,75.904,India
Gangoh,29.78,77.263,India
Mangalagiri,16.431,80.568,India
Narasapur,16.434,81.698,India
Sangareddi,17.625,78.087,India
Kodar,16.998,79.966,India
Ullal,12.806,74.861,India
Mangrol,21.123,70.115,India
Gola Gokarannath,28.078,80.471,India
Modasa,23.463,73.299,India
Tezpur,26.633,92.8,India
Thiruvarur,10.773,79.637,India
Attur,11.594,78.601,India
Chidambaram,11.399,79.691,India
Tarn Taran,31.452,74.928,India
Udumalaippettai,10.588,77.248,India
Lonavla,18.753,73.406,India
Shahada,21.545,74.471,India
Nawalgarh,27.852,75.274,India
Nedumangad,8.603,77.001,India
Nimbahera,24.622,74.68,India
Kadi,23.299,72.334,India
Sira,13.742,76.904,India
Chik Ballapur,13.435,77.728,India
Bardoli,21.123,73.112,India
Jhargram,22.454,86.995,India
Samastipur,25.862,85.78,India
Gobichettipalayam,11.455,77.442,India
Hasanpur,28.722,78.284,India
Jahangirabad,28.405,78.106,India
Sherkot,29.327,78.574,India
Katras,23.798,86.298,India
Palakollu,16.517,81.73,India
Wani,20.055,78.953,India
Naksalbari,26.683,88.22,India
Tiruvalla,9.382,76.575,India
Ponnuru,16.065,80.552,India
Diphu,25.843,93.431,India
Sitamarhi,26.594,85.491,India
Chhibramau,27.149,79.501,India
Tilhar,27.963,79.738,India
Ilkal,15.959,76.114,India
Bada Barabil,22.112,85.387,India
Mettur,11.788,77.801,India
Kuchaman,27.147,74.857,India
Panruti,11.777,79.553,India
Una,20.823,71.038,India
Ponnur,16.071,80.549,India
Kollegal,12.154,77.111,India
Shegaon,20.793,76.699,India
Upleta,21.74,70.283,India
Ujhani,28.003,79.008,India
Bankra,22.603,88.278,India
Dabhoi,22.183,73.433,India
Bari,26.647,77.616,India
Obra,24.419,82.988,India
Gohana,29.138,76.702,India
Jatani,20.16,85.707,India
Namakkal,11.221,78.165,India
Gadwal,16.235,77.796,India
Palitana,21.525,71.823,India
Nokha,27.562,73.471,India
Laharpur,27.708,80.903,India
Narwana,29.599,76.119,India
Islampur,26.265,88.19,India
Karad,17.289,74.182,India
Kottayam,9.587,76.521,India
Jalaun,26.145,79.337,India
Karimganj,24.869,92.355,India
Mokameh,25.397,85.922,India
Etawa,24.184,78.203,India
Wanparti,16.367,78.069,India
Samalkot,17.057,82.176,India
Anjangaon,21.165,77.309,India
Dholka,22.727,72.441,India
Tirur,10.914,75.921,India
Kandi,23.959,88.04,India
Ghatal,22.662,87.734,India
Unjha,23.804,72.391,India
Sendhwa,21.686,75.096,India
Tiruttangal,9.483,77.833,India
Siddhapur,23.918,72.372,India
Dhuri,30.368,75.868,India
Sidhi,24.404,81.88,India
Wokha,26.097,94.258,India
Kalna,23.219,88.363,India
Baramati,18.152,74.578,India
Kandukur,15.215,79.904,India
Sunam,30.129,75.799,India
Gaddi Annaram,17.367,78.524,India
Sattenapalle,16.394,80.152,India
Hiriyur,13.945,76.617,India
Challakere,14.318,76.652,India
Rampur Hat,24.177,87.783,India
Masaurhi Buzurg,25.354,85.032,India
Nuzvid,16.789,80.846,India
Shajapur,23.426,76.278,India
Puttur,12.76,75.202,India
Kasaragod,12.498,74.99,India
Ayodhya,26.799,82.205,India
Mubarakpur,26.089,83.291,India
Phaltan,17.991,74.432,India
Sandila,27.07,80.515,India
Baruipur,22.365,88.433,India
Lohardaga,23.433,84.68,India
Deolali,19.944,73.834,India
Shahabad,17.131,76.944,India
Bobbili,18.574,83.359,India
Chikhli,20.35,76.258,India
Konch,25.995,79.151,India
Lunglei,22.892,92.742,India
Pithapuram,17.117,82.253,India
Amalapuram,16.579,82.006,India
Tuni,17.359,82.546,India
Sihor,21.711,71.962,India
Diglur,18.548,77.577,India
Barbil,22.102,85.378,India
Biswan,27.496,80.996,India
Kosi,27.794,77.437,India
Ropar,30.969,76.527,India
Dandeli,15.267,74.617,India
Parvatipuram,18.784,83.426,India
Arcot,12.906,79.319,India
Jhalawar,24.596,76.165,India
Petlad,22.477,72.8,India
Umred,20.854,79.325,India
Bhatapara,21.735,81.947,India
Kaliyaganj,25.634,88.327,India
Nasirabad,26.305,74.734,India
Idappadi,11.586,77.839,India
Gohadi,26.433,78.442,India
Khagaul,25.579,85.046,India
Chiplun,17.533,73.509,India
Changanacheri,9.442,76.536,India
Ramnagar,29.392,79.128,India
Sillod,20.303,75.653,India
Macherla,16.476,79.435,India
Tundla,27.215,78.237,India
Mannarakkat,10.992,76.464,India
Ottappalam,10.774,76.378,India
Goalpara,26.177,90.626,India
Kankanhalli,12.547,77.42,India
Madhupur,24.274,86.639,India
Madhipura,25.921,86.793,India
Charkhi Dadri,28.592,76.272,India
Dumraon,25.553,84.151,India
Mahasamund,21.107,82.095,India
Gajraula,28.846,78.24,India
Abu Road,24.48,72.782,India
Nanjangud,12.118,76.684,India
Salur,18.517,83.205,India
Bhongir,17.515,78.886,India
Aonla,28.274,79.165,India
Khagaria,25.502,86.467,India
Dhampur,29.309,78.511,India
Sardhana,29.146,77.614,India
Didwana,27.401,74.575,India
Jalor,25.346,72.616,India
Rajgarh,28.642,75.386,India
Barh,25.483,85.709,India
Baduria,22.744,88.787,India
Shorapur,16.521,76.757,India
Jugsalai,22.777,86.184,India
Kizhake Chalakudi,10.301,76.338,India
Sidlaghatta,13.389,77.864,India
Dahanu,19.968,72.713,India
Rasipuram,11.46,78.186,India
Punganuru,13.367,78.572,India
Mandapeta,16.863,81.929,India
Poonamalle,13.049,80.115,India
Barpeta,26.323,91.006,India
Tamluk,22.301,87.926,India
Bhabhua,25.04,83.607,India
Kathua,32.369,75.525,India
Nangal,31.39,76.376,India
Nihtaur,29.324,78.387,India
Lachhmangarh Sikar,27.823,75.028,India
Tiruvallur,13.144,79.909,India
Sri Dungargarh,28.096,74.009,India
Raxaul,26.98,84.851,India
Siruguppa,15.63,76.892,India
Mandvi,22.833,69.352,India
Majalgaon,19.155,76.21,India
Warud,21.471,78.27,India
Wankaner,22.612,70.944,India
Churachandpur,24.334,93.67,India
Dumka,24.268,87.249,India
Talegaon Dabhade,18.735,73.676,India
Hunsur,12.304,76.293,India
Pithoragarh,29.583,80.209,India
Jangaon,17.726,79.152,India
Atrauli,28.03,78.286,India
Narsimhapur,22.949,79.184,India
Mulbagal,13.164,78.393,India
Mudhol,16.334,75.283,India
Gudalur,9.678,77.25,India
Barwani,22.032,74.9,India
Alangad,10.102,76.291,India
Punalur,9.02,76.923,India
Padrauna,26.904,83.981,India
Gumia,23.797,85.825,India
Bail-Hongal,15.814,74.859,India
Shujalpur,23.407,76.71,India
Jaisingpur,16.776,74.554,India
Chatra,24.206,84.871,India
Pachora,20.667,75.353,India
Patancheru,17.533,78.264,India
Panna,24.721,80.188,India
Phalodi,27.131,72.368,India
